,0
47054,1
47055,0
47056,0
47057,1
47058,0
47059,0
47060,0
47061,0
47062,1
47063,0
47064,0
47065,0
47066,0
47067,0
47068,0
47069,0
47070,0
47071,0
47072,1
47073,0
47074,1
47075,0
47076,0
47077,0
47078,1
47079,0
47080,0
47081,1
47082,1
47083,0
47084,0
47085,0
47086,0
47087,1
47088,1
47089,0
47090,0
47091,1
47092,1
47093,0
47094,0
47095,1
47096,1
47097,1
47098,1
47099,1
47100,0
47101,1
47102,0
47103,0
47104,1
47105,1
47106,0
47107,1
47108,0
47109,1
47110,1
47111,1
47112,0
47113,1
47114,0
47115,0
47116,1
47117,0
47118,0
47119,1
47120,1
47121,1
47122,1
47123,0
47124,0
47125,0
47126,0
47127,0
47128,1
47129,1
47130,1
47131,1
47132,0
47133,0
47134,0
47135,0
47136,1
47137,1
47138,1
47139,0
47140,0
47141,0
47142,1
47143,1
47144,1
47145,0
47146,1
47147,1
47148,0
47149,0
47150,1
47151,0
47152,1
47153,0
47154,0
47155,0
47156,0
47157,1
47158,0
47159,1
47160,0
47161,0
47162,1
47163,0
47164,1
47165,0
47166,0
47167,0
47168,1
47169,1
47170,0
47171,0
47172,1
47173,0
47174,1
47175,1
47176,0
47177,1
47178,0
47179,1
47180,1
47181,0
47182,1
47183,1
47184,0
47185,0
47186,1
47187,0
47188,0
47189,0
47190,1
47191,1
47192,0
47193,1
47194,0
47195,0
47196,0
47197,0
47198,1
47199,0
47200,0
47201,0
47202,0
47203,0
47204,0
47205,0
47206,0
47207,1
47208,0
47209,0
47210,0
47211,0
47212,0
47213,1
47214,0
47215,0
47216,0
47217,1
47218,0
47219,0
47220,1
47221,0
47222,0
47223,0
47224,0
47225,0
47226,0
47227,0
47228,0
47229,1
47230,1
47231,0
47232,1
47233,1
47234,0
47235,1
47236,0
47237,0
47238,1
47239,1
47240,1
47241,0
47242,0
47243,1
47244,0
47245,0
47246,0
47247,0
47248,0
47249,0
47250,1
47251,0
47252,0
47253,1
47254,1
47255,1
47256,0
47257,0
47258,0
47259,0
47260,1
47261,0
47262,1
47263,0
47264,0
47265,0
47266,0
47267,0
47268,0
47269,0
47270,0
47271,1
47272,0
47273,0
47274,0
47275,0
47276,0
47277,1
47278,0
47279,0
47280,1
47281,1
47282,1
47283,0
47284,1
47285,1
47286,0
47287,0
47288,1
47289,1
47290,0
47291,1
47292,0
47293,1
47294,1
47295,1
47296,0
47297,0
47298,1
47299,0
47300,0
47301,0
47302,0
47303,0
47304,0
47305,0
47306,1
47307,1
47308,0
47309,0
47310,0
47311,1
47312,1
47313,0
47314,0
47315,1
47316,0
47317,0
47318,0
47319,1
47320,0
47321,1
47322,0
47323,0
47324,0
47325,0
47326,0
47327,1
47328,1
47329,0
47330,1
47331,1
47332,0
47333,1
47334,1
47335,0
47336,0
47337,1
47338,0
47339,0
47340,0
47341,0
47342,1
47343,1
47344,1
47345,0
47346,0
47347,0
47348,0
47349,0
47350,1
47351,0
47352,0
47353,0
47354,0
47355,0
47356,0
47357,0
47358,1
47359,0
47360,1
47361,1
47362,1
47363,1
47364,0
47365,0
47366,0
47367,0
47368,1
47369,0
47370,0
47371,0
47372,0
47373,1
47374,0
47375,0
47376,1
47377,0
47378,1
47379,1
47380,1
47381,0
47382,1
47383,0
47384,0
47385,1
47386,0
47387,0
47388,0
47389,1
47390,0
47391,0
47392,1
47393,0
47394,0
47395,0
47396,0
47397,0
47398,1
47399,1
47400,1
47401,1
47402,1
47403,0
47404,0
47405,0
47406,0
47407,0
47408,0
47409,1
47410,0
47411,0
47412,1
47413,1
47414,0
47415,1
47416,1
47417,1
47418,0
47419,0
47420,1
47421,1
47422,1
47423,1
47424,0
47425,0
47426,1
47427,0
47428,0
47429,0
47430,0
47431,1
47432,0
47433,0
47434,1
47435,0
47436,0
47437,0
47438,0
47439,0
47440,1
47441,0
47442,0
47443,1
47444,0
47445,0
47446,0
47447,1
47448,0
47449,0
47450,1
47451,0
47452,0
47453,0
47454,0
47455,0
47456,1
47457,0
47458,0
47459,1
47460,0
47461,0
47462,0
47463,0
47464,0
47465,1
47466,0
47467,0
47468,1
47469,0
47470,0
47471,0
47472,0
47473,0
47474,0
47475,0
47476,1
47477,1
47478,0
47479,0
47480,0
47481,0
47482,1
47483,0
47484,0
47485,0
47486,0
47487,0
47488,0
47489,1
47490,0
47491,0
47492,0
47493,1
47494,1
47495,1
47496,0
47497,0
47498,0
47499,1
47500,0
47501,1
47502,0
47503,0
47504,0
47505,1
47506,0
47507,0
47508,0
47509,0
47510,0
47511,0
47512,1
47513,1
47514,1
47515,0
47516,1
47517,0
47518,1
47519,0
47520,1
47521,0
47522,0
47523,0
47524,0
47525,1
47526,0
47527,0
47528,0
47529,0
47530,0
47531,0
47532,1
47533,0
47534,1
47535,0
47536,0
47537,1
47538,0
47539,1
47540,0
47541,0
47542,0
47543,0
47544,1
47545,1
47546,1
47547,0
47548,0
47549,0
47550,0
47551,0
47552,0
47553,0
47554,1
47555,0
47556,1
47557,0
47558,0
47559,0
47560,1
47561,0
47562,1
47563,1
47564,0
47565,0
47566,1
47567,1
47568,0
47569,0
47570,0
47571,0
47572,0
47573,1
47574,0
47575,1
47576,0
47577,1
47578,0
47579,1
47580,1
47581,0
47582,1
47583,1
47584,0
47585,0
47586,0
47587,0
47588,1
47589,1
47590,1
47591,0
47592,0
47593,0
47594,0
47595,1
47596,0
47597,0
47598,1
47599,0
47600,1
47601,0
47602,0
47603,0
47604,0
47605,0
47606,0
47607,1
47608,0
47609,1
47610,0
47611,1
47612,0
47613,1
47614,0
47615,0
47616,1
47617,0
47618,0
47619,0
47620,1
47621,0
47622,1
47623,0
47624,0
47625,1
47626,1
47627,1
47628,1
47629,0
47630,0
47631,1
47632,0
47633,0
47634,0
47635,1
47636,1
47637,0
47638,0
47639,1
47640,0
47641,0
47642,1
47643,0
47644,0
47645,0
47646,1
47647,1
47648,1
47649,1
47650,0
47651,0
47652,0
47653,0
47654,0
47655,1
47656,1
47657,1
47658,0
47659,0
47660,1
47661,0
47662,0
47663,0
47664,0
47665,0
47666,1
47667,0
47668,1
47669,1
47670,0
47671,0
47672,0
47673,0
47674,0
47675,1
47676,1
47677,1
47678,0
47679,1
47680,0
47681,0
47682,1
47683,1
47684,0
47685,0
47686,0
47687,0
47688,1
47689,1
47690,0
47691,0
47692,1
47693,1
47694,0
47695,1
47696,1
47697,1
47698,0
47699,0
47700,0
47701,1
47702,1
47703,0
47704,1
47705,0
47706,0
47707,1
47708,1
47709,0
47710,0
47711,1
47712,0
47713,1
47714,1
47715,1
47716,0
47717,1
47718,0
47719,0
47720,1
47721,1
47722,0
47723,0
47724,1
47725,0
47726,0
47727,0
47728,1
47729,0
47730,1
47731,0
47732,0
47733,1
47734,0
47735,1
47736,0
47737,0
47738,0
47739,1
47740,0
47741,1
47742,0
47743,0
47744,0
47745,0
47746,0
47747,0
47748,0
47749,0
47750,0
47751,1
47752,0
47753,1
47754,0
47755,0
47756,1
47757,0
47758,0
47759,1
47760,0
47761,1
47762,0
47763,0
47764,0
47765,0
47766,0
47767,0
47768,0
47769,0
47770,0
47771,0
47772,1
47773,1
47774,1
47775,0
47776,1
47777,1
47778,0
47779,0
47780,0
47781,0
47782,0
47783,0
47784,0
47785,0
47786,0
47787,0
47788,1
47789,1
47790,0
47791,1
47792,0
47793,1
47794,0
47795,0
47796,1
47797,1
47798,0
47799,0
47800,0
47801,0
47802,0
47803,0
47804,1
47805,0
47806,1
47807,0
47808,1
47809,0
47810,0
47811,1
47812,1
47813,0
47814,0
47815,1
47816,0
47817,0
47818,0
47819,0
47820,0
47821,0
47822,0
47823,0
47824,1
47825,1
47826,0
47827,0
47828,0
47829,1
47830,0
47831,1
47832,0
47833,0
47834,1
47835,0
47836,0
47837,1
47838,1
47839,0
47840,0
47841,0
47842,0
47843,0
47844,1
47845,0
47846,1
47847,0
47848,0
47849,0
47850,0
47851,1
47852,0
47853,1
47854,1
47855,0
47856,0
47857,0
47858,1
47859,0
47860,1
47861,0
47862,0
47863,1
47864,1
47865,0
47866,0
47867,1
47868,1
47869,0
47870,1
47871,0
47872,0
47873,0
47874,1
47875,1
47876,1
47877,1
47878,1
47879,0
47880,0
47881,1
47882,0
47883,0
47884,1
47885,0
47886,0
47887,0
47888,0
47889,0
47890,0
47891,0
47892,0
47893,0
47894,1
47895,0
47896,0
47897,0
47898,1
47899,0
47900,0
47901,0
47902,0
47903,1
47904,0
47905,0
47906,0
47907,0
47908,0
47909,0
47910,1
47911,1
47912,0
47913,1
47914,0
47915,0
47916,0
47917,1
47918,1
47919,0
47920,0
47921,0
47922,0
47923,1
47924,1
47925,0
47926,1
47927,1
47928,0
47929,0
47930,1
47931,0
47932,0
47933,1
47934,0
47935,0
47936,0
47937,0
47938,0
47939,0
47940,0
47941,0
47942,1
47943,1
47944,0
47945,1
47946,0
47947,0
47948,1
47949,1
47950,0
47951,0
47952,0
47953,1
47954,1
47955,1
47956,0
47957,0
47958,1
47959,0
47960,0
47961,0
47962,0
47963,1
47964,0
47965,0
47966,1
47967,0
47968,1
47969,0
47970,1
47971,0
47972,1
47973,0
47974,1
47975,1
47976,0
47977,1
47978,0
47979,1
47980,0
47981,1
47982,0
47983,0
47984,0
47985,1
47986,0
47987,0
47988,0
47989,1
47990,1
47991,1
47992,1
47993,1
47994,0
47995,0
47996,1
47997,0
47998,0
47999,1
48000,1
48001,0
48002,0
48003,1
48004,0
48005,0
48006,0
48007,1
48008,0
48009,0
48010,1
48011,1
48012,0
48013,0
48014,0
48015,1
48016,0
48017,1
48018,1
48019,0
48020,0
48021,1
48022,1
48023,1
48024,0
48025,0
48026,0
48027,1
48028,1
48029,1
48030,1
48031,1
48032,1
48033,0
48034,0
48035,0
48036,0
48037,1
48038,0
48039,0
48040,0
48041,1
48042,0
48043,1
48044,0
48045,0
48046,0
48047,0
48048,1
48049,0
48050,1
48051,0
48052,0
48053,0
48054,0
48055,0
48056,1
48057,0
48058,0
48059,0
48060,0
48061,0
48062,1
48063,0
48064,1
48065,0
48066,0
48067,1
48068,0
48069,1
48070,0
48071,0
48072,1
48073,1
48074,1
48075,0
48076,0
48077,0
48078,0
48079,0
48080,1
48081,0
48082,0
48083,0
48084,1
48085,0
48086,0
48087,1
48088,1
48089,0
48090,0
48091,1
48092,0
48093,1
48094,1
48095,1
48096,1
48097,0
48098,0
48099,0
48100,1
48101,0
48102,0
48103,0
48104,1
48105,0
48106,1
48107,1
48108,0
48109,1
48110,0
48111,0
48112,0
48113,1
48114,0
48115,0
48116,0
48117,1
48118,0
48119,1
48120,0
48121,0
48122,1
48123,1
48124,1
48125,0
48126,0
48127,1
48128,1
48129,1
48130,1
48131,0
48132,0
48133,0
48134,0
48135,1
48136,0
48137,0
48138,1
48139,0
48140,0
48141,1
48142,0
48143,0
48144,0
48145,1
48146,0
48147,0
48148,0
48149,0
48150,0
48151,0
48152,0
48153,1
48154,1
48155,0
48156,1
48157,0
48158,1
48159,1
48160,1
48161,0
48162,1
48163,0
48164,0
48165,0
48166,0
48167,0
48168,1
48169,0
48170,0
48171,0
48172,0
48173,1
48174,0
48175,0
48176,0
48177,0
48178,1
48179,1
48180,0
48181,1
48182,1
48183,0
48184,0
48185,0
48186,0
48187,0
48188,1
48189,0
48190,0
48191,0
48192,0
48193,0
48194,1
48195,0
48196,0
48197,0
48198,0
48199,0
48200,0
48201,0
48202,1
48203,1
48204,1
48205,0
48206,0
48207,1
48208,1
48209,0
48210,0
48211,0
48212,0
48213,0
48214,1
48215,1
48216,1
48217,1
48218,0
48219,0
48220,1
48221,0
48222,0
48223,0
48224,0
48225,0
48226,0
48227,0
48228,0
48229,0
48230,0
48231,0
48232,1
48233,0
48234,0
48235,0
48236,1
48237,0
48238,0
48239,1
48240,0
48241,0
48242,0
48243,0
48244,0
48245,1
48246,0
48247,0
48248,1
48249,0
48250,1
48251,0
48252,0
48253,0
48254,0
48255,0
48256,0
48257,1
48258,1
48259,1
48260,1
48261,1
48262,0
48263,1
48264,1
48265,0
48266,0
48267,0
48268,0
48269,1
48270,0
48271,0
48272,0
48273,0
48274,0
48275,0
48276,1
48277,1
48278,0
48279,0
48280,1
48281,0
48282,1
48283,0
48284,0
48285,1
48286,0
48287,0
48288,0
48289,1
48290,0
48291,0
48292,1
48293,1
48294,0
48295,0
48296,0
48297,0
48298,1
48299,0
48300,0
48301,0
48302,0
48303,0
48304,0
48305,0
48306,0
48307,0
48308,0
48309,0
48310,1
48311,0
48312,0
48313,0
48314,0
48315,0
48316,1
48317,0
48318,0
48319,0
48320,0
48321,1
48322,0
48323,0
48324,1
48325,0
48326,0
48327,0
48328,0
48329,0
48330,1
48331,1
48332,0
48333,1
48334,0
48335,0
48336,0
48337,0
48338,0
48339,0
48340,0
48341,1
48342,1
48343,0
48344,0
48345,0
48346,0
48347,1
48348,0
48349,0
48350,0
48351,0
48352,1
48353,0
48354,1
48355,0
48356,0
48357,0
48358,0
48359,0
48360,1
48361,0
48362,1
48363,0
48364,1
48365,0
48366,1
48367,1
48368,0
48369,0
48370,0
48371,0
48372,0
48373,1
48374,0
48375,0
48376,0
48377,0
48378,0
48379,0
48380,0
48381,1
48382,1
48383,1
48384,1
48385,1
48386,0
48387,0
48388,1
48389,1
48390,1
48391,1
48392,1
48393,0
48394,0
48395,0
48396,0
48397,0
48398,0
48399,1
48400,1
48401,1
48402,0
48403,0
48404,1
48405,1
48406,0
48407,1
48408,0
48409,0
48410,1
48411,0
48412,0
48413,0
48414,0
48415,1
48416,0
48417,0
48418,0
48419,0
48420,0
48421,0
48422,0
48423,0
48424,0
48425,0
48426,0
48427,0
48428,0
48429,0
48430,0
48431,1
48432,1
48433,0
48434,1
48435,1
48436,0
48437,0
48438,0
48439,0
48440,0
48441,1
48442,0
48443,0
48444,1
48445,0
48446,1
48447,0
48448,0
48449,1
48450,0
48451,0
48452,0
48453,0
48454,0
48455,1
48456,0
48457,0
48458,0
48459,0
48460,1
48461,0
48462,0
48463,1
48464,0
48465,0
48466,1
48467,0
48468,0
48469,0
48470,0
48471,0
48472,1
48473,1
48474,1
48475,0
48476,1
48477,1
48478,0
48479,0
48480,0
48481,1
48482,1
48483,0
48484,1
48485,0
48486,1
48487,0
48488,0
48489,0
48490,0
48491,1
48492,0
48493,0
48494,1
48495,1
48496,0
48497,0
48498,0
48499,0
48500,0
48501,1
48502,1
48503,1
48504,1
48505,0
48506,1
48507,0
48508,1
48509,0
48510,0
48511,0
48512,1
48513,0
48514,1
48515,0
48516,1
48517,1
48518,0
48519,0
48520,0
48521,1
48522,1
48523,0
48524,0
48525,1
48526,0
48527,0
48528,0
48529,0
48530,0
48531,0
48532,1
48533,0
48534,0
48535,0
48536,0
48537,0
48538,0
48539,0
48540,0
48541,1
48542,1
48543,0
48544,0
48545,0
48546,1
48547,1
48548,0
48549,0
48550,0
48551,0
48552,0
48553,0
48554,0
48555,1
48556,1
48557,1
48558,0
48559,1
48560,1
48561,0
48562,0
48563,0
48564,1
48565,0
48566,1
48567,0
48568,0
48569,0
48570,1
48571,0
48572,0
48573,0
48574,0
48575,0
48576,1
48577,0
48578,1
48579,1
48580,0
48581,0
48582,0
48583,1
48584,1
48585,1
48586,1
48587,0
48588,1
48589,0
48590,0
48591,0
48592,1
48593,0
48594,0
48595,1
48596,0
48597,0
48598,1
48599,0
48600,1
48601,0
48602,1
48603,0
48604,0
48605,0
48606,1
48607,0
48608,0
48609,1
48610,0
48611,0
48612,0
48613,0
48614,0
48615,1
48616,0
48617,0
48618,0
48619,1
48620,0
48621,1
48622,0
48623,1
48624,1
48625,1
48626,0
48627,0
48628,1
48629,1
48630,0
48631,0
48632,1
48633,0
48634,1
48635,0
48636,1
48637,0
48638,0
48639,0
48640,1
48641,0
48642,0
48643,0
48644,1
48645,0
48646,1
48647,0
48648,0
48649,1
48650,0
48651,1
48652,0
48653,0
48654,0
48655,0
48656,0
48657,0
48658,1
48659,0
48660,0
48661,1
48662,0
48663,0
48664,0
48665,1
48666,1
48667,1
48668,1
48669,0
48670,1
48671,0
48672,0
48673,1
48674,0
48675,0
48676,0
48677,0
48678,1
48679,1
48680,0
48681,1
48682,1
48683,1
48684,0
48685,1
48686,0
48687,1
48688,0
48689,1
48690,0
48691,0
48692,0
48693,0
48694,0
48695,0
48696,0
48697,0
48698,0
48699,0
48700,0
48701,0
48702,1
48703,0
48704,1
48705,0
48706,0
48707,0
48708,1
48709,0
48710,0
48711,0
48712,0
48713,0
48714,0
48715,0
48716,0
48717,0
48718,1
48719,0
48720,1
48721,0
48722,0
48723,0
48724,1
48725,1
48726,1
48727,1
48728,1
48729,0
48730,1
48731,0
48732,0
48733,1
48734,0
48735,0
48736,1
48737,0
48738,0
48739,0
48740,0
48741,1
48742,0
48743,0
48744,0
48745,0
48746,1
48747,0
48748,0
48749,1
48750,0
48751,1
48752,1
48753,1
48754,0
48755,1
48756,0
48757,0
48758,0
48759,0
48760,0
48761,1
48762,0
48763,0
48764,0
48765,1
48766,1
48767,0
48768,1
48769,0
48770,0
48771,0
48772,1
48773,0
48774,0
48775,0
48776,0
48777,1
48778,0
48779,0
48780,0
48781,0
48782,0
48783,0
48784,1
48785,1
48786,0
48787,0
48788,1
48789,0
48790,1
48791,1
48792,0
48793,0
48794,1
48795,0
48796,0
48797,0
48798,1
48799,0
48800,1
48801,1
48802,0
48803,0
48804,0
48805,0
48806,0
48807,1
48808,1
48809,0
48810,0
48811,1
48812,0
48813,0
48814,1
48815,0
48816,0
48817,0
48818,0
48819,0
48820,0
48821,1
48822,0
48823,0
48824,0
48825,0
48826,0
48827,0
48828,1
48829,1
48830,1
48831,0
48832,0
48833,0
48834,0
48835,1
48836,0
48837,0
48838,0
48839,1
48840,0
48841,1
48842,1
48843,0
48844,0
48845,0
48846,1
48847,0
48848,0
48849,1
48850,0
48851,1
48852,0
48853,0
48854,0
48855,0
48856,0
48857,1
48858,0
48859,1
48860,0
48861,1
48862,1
48863,0
48864,0
48865,0
48866,0
48867,0
48868,0
48869,0
48870,1
48871,0
48872,0
48873,0
48874,0
48875,0
48876,0
48877,0
48878,0
48879,0
48880,0
48881,0
48882,0
48883,1
48884,1
48885,0
48886,0
48887,1
48888,0
48889,0
48890,0
48891,0
48892,0
48893,0
48894,0
48895,0
48896,0
48897,0
48898,0
48899,1
48900,1
48901,1
48902,0
48903,0
48904,1
48905,1
48906,0
48907,1
48908,0
48909,0
48910,0
48911,0
48912,0
48913,0
48914,1
48915,1
48916,1
48917,0
48918,0
48919,0
48920,0
48921,0
48922,0
48923,0
48924,0
48925,0
48926,0
48927,0
48928,1
48929,0
48930,0
48931,1
48932,0
48933,1
48934,0
48935,0
48936,0
48937,1
48938,1
48939,0
48940,0
48941,0
48942,0
48943,1
48944,0
48945,0
48946,0
48947,0
48948,0
48949,1
48950,0
48951,0
48952,1
48953,0
48954,0
48955,1
48956,1
48957,1
48958,1
48959,0
48960,1
48961,1
48962,0
48963,0
48964,0
48965,1
48966,1
48967,1
48968,0
48969,0
48970,0
48971,0
48972,1
48973,0
48974,1
48975,1
48976,1
48977,0
48978,0
48979,0
48980,0
48981,1
48982,0
48983,0
48984,0
48985,0
48986,1
48987,0
48988,1
48989,1
48990,1
48991,0
48992,0
48993,0
48994,1
48995,1
48996,0
48997,1
48998,0
48999,0
49000,1
49001,0
49002,0
49003,0
49004,1
49005,0
49006,0
49007,0
49008,0
49009,0
49010,1
49011,0
49012,1
49013,0
49014,0
49015,1
49016,1
49017,1
49018,0
49019,0
49020,0
49021,1
49022,0
49023,0
49024,0
49025,1
49026,1
49027,1
49028,0
49029,0
49030,1
49031,0
49032,0
49033,0
49034,0
49035,1
49036,1
49037,1
49038,0
49039,0
49040,1
49041,1
49042,0
49043,1
49044,0
49045,0
49046,0
49047,0
49048,1
49049,0
49050,0
49051,1
49052,0
49053,0
49054,0
49055,1
49056,0
49057,0
49058,0
49059,1
49060,0
49061,0
49062,1
49063,1
49064,0
49065,0
49066,1
49067,0
49068,0
49069,1
49070,0
49071,0
49072,0
49073,0
49074,1
49075,0
49076,0
49077,0
49078,0
49079,0
49080,0
49081,0
49082,1
49083,0
49084,0
49085,0
49086,0
49087,0
49088,1
49089,0
49090,0
49091,0
49092,0
49093,0
49094,0
49095,0
49096,1
49097,0
49098,0
49099,0
49100,0
49101,1
49102,0
49103,0
49104,1
49105,1
49106,0
49107,1
49108,0
49109,0
49110,0
49111,1
49112,0
49113,0
49114,0
49115,0
49116,0
49117,1
49118,0
49119,0
49120,0
49121,0
49122,0
49123,0
49124,1
49125,0
49126,0
49127,1
49128,1
49129,1
49130,1
49131,0
49132,0
49133,0
49134,0
49135,0
49136,1
49137,0
49138,0
49139,0
49140,0
49141,0
49142,0
49143,0
49144,0
49145,0
49146,0
49147,0
49148,1
49149,1
49150,0
49151,0
49152,0
49153,0
49154,1
49155,0
49156,0
49157,1
49158,1
49159,0
49160,0
49161,0
49162,1
49163,0
49164,0
49165,1
49166,1
49167,0
49168,1
49169,1
49170,1
49171,0
49172,1
49173,0
49174,0
49175,1
49176,1
49177,0
49178,0
49179,1
49180,1
49181,1
49182,0
49183,0
49184,0
49185,1
49186,0
49187,1
49188,1
49189,1
49190,0
49191,1
49192,0
49193,0
49194,1
49195,0
49196,0
49197,0
49198,1
49199,0
49200,0
49201,0
49202,1
49203,0
49204,0
49205,0
49206,0
49207,0
49208,0
49209,0
49210,0
49211,1
49212,1
49213,0
49214,0
49215,1
49216,0
49217,0
49218,0
49219,1
49220,0
49221,0
49222,1
49223,0
49224,0
49225,0
49226,0
49227,0
49228,0
49229,0
49230,0
49231,0
49232,0
49233,1
49234,0
49235,1
49236,1
49237,0
49238,0
49239,0
49240,0
49241,0
49242,0
49243,0
49244,1
49245,0
49246,1
49247,0
49248,1
49249,1
49250,0
49251,0
49252,0
49253,0
49254,0
49255,0
49256,0
49257,0
49258,0
49259,1
49260,0
49261,0
49262,1
49263,0
49264,0
49265,0
49266,0
49267,1
49268,0
49269,0
49270,0
49271,0
49272,0
49273,0
49274,0
49275,0
49276,1
49277,0
49278,0
49279,0
49280,0
49281,1
49282,1
49283,0
49284,1
49285,0
49286,0
49287,1
49288,0
49289,0
49290,0
49291,0
49292,1
49293,0
49294,1
49295,1
49296,0
49297,0
49298,1
49299,1
49300,0
49301,1
49302,1
49303,0
49304,1
49305,0
49306,0
49307,0
49308,0
49309,0
49310,0
49311,0
49312,0
49313,0
49314,1
49315,1
49316,0
49317,1
49318,0
49319,0
49320,0
49321,0
49322,1
49323,0
49324,0
49325,0
49326,1
49327,0
49328,1
49329,0
49330,0
49331,1
49332,0
49333,1
49334,0
49335,0
49336,0
49337,0
49338,1
49339,0
49340,1
49341,1
49342,0
49343,1
49344,0
49345,1
49346,0
49347,1
49348,1
49349,1
49350,1
49351,0
49352,0
49353,1
49354,0
49355,0
49356,1
49357,0
49358,0
49359,1
49360,0
49361,1
49362,0
49363,0
49364,0
49365,0
49366,1
49367,0
49368,1
49369,0
49370,0
49371,0
49372,0
49373,0
49374,0
49375,1
49376,0
49377,1
49378,0
49379,0
49380,1
49381,1
49382,1
49383,1
49384,1
49385,0
49386,1
49387,1
49388,1
49389,1
49390,0
49391,1
49392,0
49393,0
49394,0
49395,0
49396,0
49397,1
49398,1
49399,0
49400,1
49401,0
49402,0
49403,1
49404,0
49405,0
49406,1
49407,0
49408,0
49409,0
49410,0
49411,1
49412,0
49413,0
49414,1
49415,1
49416,1
49417,1
49418,0
49419,1
49420,0
49421,1
49422,1
49423,1
49424,0
49425,0
49426,0
49427,0
49428,1
49429,0
49430,0
49431,0
49432,0
49433,1
49434,0
49435,0
49436,0
49437,1
49438,0
49439,0
49440,1
49441,0
49442,0
49443,0
49444,1
49445,0
49446,1
49447,0
49448,1
49449,1
49450,0
49451,0
49452,1
49453,1
49454,1
49455,0
49456,1
49457,0
49458,0
49459,0
49460,0
49461,0
49462,0
49463,0
49464,1
49465,1
49466,0
49467,1
49468,0
49469,1
49470,0
49471,1
49472,0
49473,0
49474,0
49475,0
49476,0
49477,0
49478,1
49479,0
49480,0
49481,0
49482,0
49483,0
49484,1
49485,0
49486,0
49487,0
49488,0
49489,0
49490,0
49491,0
49492,1
49493,1
49494,0
49495,0
49496,1
49497,0
49498,0
49499,0
49500,0
49501,0
49502,1
49503,0
49504,1
49505,0
49506,0
49507,1
49508,1
49509,0
49510,0
49511,0
49512,0
49513,0
49514,1
49515,1
49516,0
49517,1
49518,1
49519,0
49520,1
49521,0
49522,0
49523,0
49524,0
49525,0
49526,0
49527,0
49528,0
49529,1
49530,0
49531,0
49532,0
49533,0
49534,0
49535,0
49536,0
49537,1
49538,1
49539,1
49540,1
49541,0
49542,0
49543,0
49544,0
49545,0
49546,0
49547,0
49548,0
49549,1
49550,0
49551,0
49552,1
49553,1
49554,1
49555,0
49556,0
49557,0
49558,0
49559,0
49560,0
49561,1
49562,1
49563,0
49564,0
49565,0
49566,0
49567,1
49568,0
49569,0
49570,1
49571,1
49572,0
49573,0
49574,1
49575,0
49576,1
49577,0
49578,0
49579,0
49580,1
49581,1
49582,0
49583,0
49584,0
49585,0
49586,1
49587,0
49588,0
49589,0
49590,1
49591,0
49592,0
49593,0
49594,0
49595,0
49596,1
49597,0
49598,0
49599,0
49600,1
49601,0
49602,0
49603,0
49604,1
49605,0
49606,0
49607,0
49608,0
49609,0
49610,0
49611,1
49612,1
49613,0
49614,0
49615,0
49616,0
49617,0
49618,1
49619,0
49620,1
49621,1
49622,0
49623,0
49624,0
49625,0
49626,1
49627,0
49628,0
49629,1
49630,0
49631,1
49632,0
49633,0
49634,0
49635,1
49636,1
49637,0
49638,0
49639,0
49640,0
49641,0
49642,0
49643,1
49644,0
49645,1
49646,0
49647,0
49648,0
49649,0
49650,0
49651,1
49652,0
49653,0
49654,0
49655,0
49656,0
49657,1
49658,0
49659,1
49660,0
49661,1
49662,0
49663,1
49664,0
49665,0
49666,0
49667,1
49668,0
49669,0
49670,0
49671,0
49672,0
49673,0
49674,0
49675,1
49676,0
49677,1
49678,1
49679,1
49680,0
49681,1
49682,0
49683,0
49684,0
49685,0
49686,1
49687,0
49688,0
49689,0
49690,1
49691,0
49692,0
49693,1
49694,1
49695,0
49696,1
49697,1
49698,0
49699,0
49700,1
49701,0
49702,1
49703,0
49704,0
49705,0
49706,0
49707,0
49708,0
49709,1
49710,0
49711,1
49712,0
49713,1
49714,1
49715,0
49716,1
49717,0
49718,1
49719,1
49720,1
49721,0
49722,1
49723,0
49724,0
49725,0
49726,0
49727,0
49728,0
49729,0
49730,1
49731,1
49732,0
49733,0
49734,0
49735,0
49736,1
49737,1
49738,0
49739,0
49740,1
49741,0
49742,1
49743,0
49744,0
49745,1
49746,1
49747,0
49748,0
49749,0
49750,0
49751,1
49752,1
49753,0
49754,0
49755,0
49756,0
49757,0
49758,0
49759,0
49760,0
49761,1
49762,1
49763,1
49764,1
49765,0
49766,1
49767,1
49768,1
49769,0
49770,1
49771,0
49772,0
49773,1
49774,1
49775,0
49776,1
49777,0
49778,0
49779,0
49780,1
49781,1
49782,0
49783,0
49784,0
49785,0
49786,1
49787,0
49788,0
49789,0
49790,0
49791,0
49792,1
49793,0
49794,0
49795,0
49796,0
49797,0
49798,0
49799,0
49800,0
49801,0
49802,1
49803,1
49804,1
49805,0
49806,0
49807,1
49808,0
49809,0
49810,1
49811,0
49812,0
49813,1
49814,0
49815,0
49816,0
49817,0
49818,0
49819,1
49820,0
49821,1
49822,0
49823,0
49824,0
49825,0
49826,0
49827,0
49828,0
49829,0
49830,0
49831,1
49832,1
49833,0
49834,1
49835,1
49836,1
49837,0
49838,0
49839,1
49840,0
49841,1
49842,1
49843,0
49844,1
49845,0
49846,0
49847,0
49848,0
49849,0
49850,1
49851,1
49852,1
